,kdRatio
2609,2.9161676646706587
1918,0.0
2828,0.0
3009,2.593406593406593
985,4.290196078431372
2854,1.4444444444444444
711,0.411214953271028
2462,1.776536312849162
2336,2.0928961748633883
3201,0.0
2120,13.0
159,2.368932038834952
3020,2.625994694960212
344,2.29281767955801
1502,1.6551724137931034
1994,1.3475177304964538
1181,1.4242424242424243
748,2.560655737704918
2819,1.2617702448210923
3277,2.5749318801089918
1729,3.0326797385620914
669,1.125
3415,1.1300859598853867
1496,3.337579617834395
552,1.1719367588932803
992,1.55
2170,1.5034965034965035
103,37.7
2481,1.5714285714285714
520,5.8034934497816595
432,8.0
3496,1.4272608125819135
1886,0.0
1208,1.2166666666666666
2129,0.5837988826815642
1008,1.16
505,1.0
2522,1.5530243519245877
2326,8.888888888888891
752,2.6189024390243905
2257,0.0
1632,3.0
3316,2.6732954545454546
483,3.9760319573901466
1814,4.0
3265,0.0
378,1.9565217391304348
615,0.0
1144,2.2582508250825084
3362,0.0
905,6.429967426710098
2606,2.75
2112,2.7941176470588243
2281,1.4105520273571084
878,1.4971319311663482
1668,1.494143892916899
2206,0.0
2980,2.188328912466844
